"Name"	"Score"	"freq_dw"
"RP11-473O4.4"	"RP11-473O4.4"	0.276443490400503	3
"GRIP2"	"GRIP2"	0.278340202098919	2
"SNORA38B"	"SNORA38B"	0.281414955929087	3
"GNL3L"	"GNL3L"	0.281414955929087	1
"SNORA28"	"SNORA28"	0.282629067070204	1
"MAP7D3"	"MAP7D3"	0.283443778282746	2
"MIR210HG"	"MIR210HG"	0.285081120969843	1
"KRT81"	"KRT81"	0.285081120969843	4
"CLDN2"	"CLDN2"	0.285081120969843	1
"SNORA71A"	"SNORA71A"	0.285081120969843	1
"RP11-27G14.4"	"RP11-27G14.4"	0.287605760201982	2
"SYK"	"SYK"	0.288758211979349	1
"RP11-255G12.2"	"RP11-255G12.2"	0.290541924952838	1
"SRXN1"	"SRXN1"	0.290541924952838	1
"RP11-563E2.2"	"RP11-563E2.2"	0.293851301383759	4
"AC097721.2"	"AC097721.2"	0.293851301383759	3
"RIMS3"	"RIMS3"	0.298404368428031	3
"HSPA12B"	"HSPA12B"	0.298404368428031	3
"ZNF670-ZNF695"	"ZNF670-ZNF695"	0.298404368428031	1
"CD274"	"CD274"	0.298404368428031	4
"TRIM14"	"TRIM14"	0.298404368428031	4
"CDK6"	"CDK6"	0.300151190464713	1
"LINC00959"	"LINC00959"	0.300151190464713	4
"IGSF11"	"IGSF11"	0.301372700559167	1
"CA9"	"CA9"	0.30228153487041	1
"ABO"	"ABO"	0.303199248865931	1
"RP11-586D19.1"	"RP11-586D19.1"	0.303199248865931	1
"AC104389.28"	"AC104389.28"	0.303321394300987	4
"SLC7A2"	"SLC7A2"	0.303321394300987	3
"RP3-425P12.4"	"RP3-425P12.4"	0.30503191740682	3
"ZNF488"	"ZNF488"	0.306870706269798	4
"GGT5"	"GGT5"	0.308715615497381	1
"ACTN4"	"ACTN4"	0.311704950883863	3
"NR1I3"	"NR1I3"	0.311704950883863	3
"RPL7"	"RPL7"	0.311704950883863	1
"MAPK4"	"MAPK4"	0.311704950883863	2
"LIMA1"	"LIMA1"	0.316136145508544	3
"RP1-68D18.4"	"RP1-68D18.4"	0.316136145508544	1
"HSPA1A"	"HSPA1A"	0.318031965426106	1
"RP11-379F4.7"	"RP11-379F4.7"	0.32279013874959	2
"PCDHAC1"	"PCDHAC1"	0.324982900477154	3
"ITGB4"	"ITGB4"	0.324982900477154	4
"PCNPP1"	"PCNPP1"	0.324982900477154	1
"LRRC8E"	"LRRC8E"	0.324982900477154	1
"CERS6"	"CERS6"	0.324982900477154	1
"HEY2"	"HEY2"	0.325589916942352	2
"LHFP"	"LHFP"	0.326063637053916	1
"RP11-295D4.5"	"RP11-295D4.5"	0.327501304922898	2
"RP11-148O21.3"	"RP11-148O21.3"	0.32840514159199	1
"CTD-2371O3.2"	"CTD-2371O3.2"	0.329162889500229	3
"HNF1B"	"HNF1B"	0.332656996089338	1
"MECOM"	"MECOM"	0.334082031474592	1
"PDK1"	"PDK1"	0.338238249311248	1
"RP5-1021I20.5"	"RP5-1021I20.5"	0.338238249311248	3
"REEP1"	"REEP1"	0.338238249311248	3
"EIF4HP1"	"EIF4HP1"	0.339070229720735	1
"IGFBP5"	"IGFBP5"	0.339821008422636	1
"AKR7A2P1"	"AKR7A2P1"	0.342398572278165	2
"AL136303.1"	"AL136303.1"	0.34297034352838	3
"RP11-815J4.6"	"RP11-815J4.6"	0.346898744689949	1
"CSRNP3"	"CSRNP3"	0.347082338032063	2
"CAPN6"	"CAPN6"	0.348546315162447	2
"LRP1"	"LRP1"	0.351471029453049	1
"RP11-798M19.3"	"RP11-798M19.3"	0.351471029453049	1
"AURKAPS1"	"AURKAPS1"	0.351471029453049	1
"Z83844.1"	"Z83844.1"	0.351471029453049	2
"EXTL3"	"EXTL3"	0.351471029453049	1
"RP11-178L8.3"	"RP11-178L8.3"	0.352460626265432	1
"SCN9A"	"SCN9A"	0.352961722236615	1
"FAM83B"	"FAM83B"	0.355840162882718	2
"LINC01405"	"LINC01405"	0.35923238062565	1
"PLEKHG4"	"PLEKHG4"	0.35923238062565	2
"RP11-148B18.4"	"RP11-148B18.4"	0.35923238062565	2
"PRNCR1"	"PRNCR1"	0.36084059243109	1
"RP11-252A24.5"	"RP11-252A24.5"	0.362637232716895	1
"CLIP2"	"CLIP2"	0.364681272933054	3
"CTD-2184D3.5"	"CTD-2184D3.5"	0.364681272933054	3
"MAML3"	"MAML3"	0.364681272933054	1
"GPRC5B"	"GPRC5B"	0.364681272933054	1
"HRK"	"HRK"	0.364681272933054	2
"AC144836.1"	"AC144836.1"	0.366054672468123	2
"GSAP"	"GSAP"	0.366907245935286	1
"RN7SL219P"	"RN7SL219P"	0.366907245935286	3
"HSP90AA2P"	"HSP90AA2P"	0.369484653279905	1
"RP11-752G15.8"	"RP11-752G15.8"	0.372927128641593	4
"LA16c-380H5.5"	"LA16c-380H5.5"	0.372927128641593	1
"RNU7-75P"	"RNU7-75P"	0.377140311812079	2
"TBXA2R"	"TBXA2R"	0.377869011745381	4
"ANKRD20A4"	"ANKRD20A4"	0.377869011745381	5
