"Name"	"Score"	"freq_dw"
"RP11-983P16.2"	"RP11-983P16.2"	0.554882300818061	1
"NPTN-IT1"	"NPTN-IT1"	0.5579503752632	1
"AC006159.5"	"AC006159.5"	0.558800757923277	1
"DES"	"DES"	0.558800757923277	2
"CD300A"	"CD300A"	0.558800757923277	1
"TGFBR3"	"TGFBR3"	0.562715026405583	1
"UBE2SP2"	"UBE2SP2"	0.562715026405583	1
"RP11-69E11.8"	"RP11-69E11.8"	0.562715026405583	1
"B3GALT5-AS1"	"B3GALT5-AS1"	0.563341586528634	1
"LRRC8D"	"LRRC8D"	0.566625108504886	1
"CD44"	"CD44"	0.566625108504886	2
"HLF"	"HLF"	0.568750799912958	1
"RP1-95L4.4"	"RP1-95L4.4"	0.570531006461089	2
"NDUFA5P11"	"NDUFA5P11"	0.570531006461089	1
